Rank,Company Code,Company Name,Price,Change,Percent,Market,Year
"1,741",MEY,Marenica Energy Ltd,$0.089,+0.001,+1.14%,$12.76 M,-9.18%
"1,742",-,AGR,Aguia Resources Ltd,$0.046,0.00,0.00%,$12.76 M
"1,743",EMMG,Betashares Legg Mason Emerging Markets Fund (Managed Fund),$6.39,+0.09,+1.43%,$12.76 M,+13.10%
"1,744",ADY,Admiralty Resources NL,$0.011,-0.002,-15.39%,$12.75 M,+22.22%
"1,745",-,EPM,Eclipse Metals Ltd,$0.009,0.00,0.00%,$12.73 M
"1,746",-,KBC,Keybridge Capital Ltd,$0.071,0.00,0.00%,$12.72 M
"1,747",-,CZL,Consolidated ZINC Ltd,$0.004,0.00,0.00%,$12.68 M
"1,748",-,AIY,Authorised Investment Fund Ltd,$0.03,0.00,0.00%,$12.66 M
"1,749",CYM,Cyprium Metals Ltd,$0.18,-0.01,-5.26%,$12.61 M,-12.20%
"1,750",-,SVH,Silver Heritage Group Ltd,$0.01,0.00,0.00%,$12.61 M
"1,751",-,YPB,YPB Group Ltd,$0.003,0.00,0.00%,$12.59 M
"1,752",-,RHI,Red Hill Iron Ltd,$0.21,0.00,0.00%,$12.57 M
"1,753",BNR,Bulletin Resources Ltd,$0.07,-0.003,-4.11%,$12.55 M,+218.18%
"1,754",ABV,Advanced Braking Technology Ltd,$0.033,+0.001,+3.13%,$12.51 M,+13.79%
"1,755",-,ENE,Enevis Ltd,$0.125,0.00,0.00%,$12.49 M
"1,756",FFF,Forbidden Foods Ltd,$0.275,-0.005,-1.79%,$12.45 M,-24.66%
"1,757",NDIA,ETFs Reliance India Nifty 50 ETF,$46.10,+0.52,+1.14%,$12.45 M,-7.13%
"1,758",HLTH,Vaneck Vectors Global Healthcare Leaders ETF,$10.35,+0.12,+1.17%,$12.42 M,+2.48%
"1,759",NCL,Netccentric Ltd,$0.047,+0.002,+4.44%,$12.34 M,+840.00%
"1,760",NGS,Nutritional Growth Solutions Ltd,$0.285,+0.015,+5.56%,$12.26 M,-6.56%
"1,761",-,GTR,Gti Resources Ltd,$0.019,0.00,0.00%,$12.20 M
"1,762",ALY,Alchemy Resources Ltd,$0.018,-0.001,-5.26%,$12.10 M,+53.48%
"1,763",-,HPR,High Peak Royalties Ltd,$0.064,0.00,0.00%,$12.09 M
"1,764",-,FZR,Fitzroy River Corporation Ltd,$0.14,0.00,0.00%,$12.09 M
"1,765",-,BOA,Boadicea Resources Ltd,$0.195,0.00,0.00%,$12.06 M
"1,766",XTD,XTD Ltd,$0.064,+0.005,+8.48%,$12.04 M,+203.57%
"1,767",-,FPL,Fremont Petroleum Corporation Ltd,$0.003,0.00,0.00%,$12.03 M
"1,768",-,AU1,The Agency Group Australia Ltd,$0.04,0.00,0.00%,$11.96 M
"1,769",ICN,Icon Energy Ltd,$0.02,-0.003,-13.04%,$11.95 M,+42.86%
"1,770",-,VMIN,Vanguard Global Minimum Volatility Active ETF (Managed Fund),$51.78,0.00,0.00%,$11.92 M
"1,771",-,PIL,Peppermint Innovation Ltd,$0.011,0.00,0.00%,$11.92 M
"1,772",-,FDM,Freedom Oil and Gas Ltd,$0.011,0.00,0.00%,$11.85 M
"1,773",ICOR,Ishares Core Corporate Bond ETF,$102.75,+0.1,+0.10%,$11.82 M,+2.70%
"1,774",-,HWH,Houston We Have Ltd,$0.045,0.00,0.00%,$11.78 M
"1,775",RML,Resolution Minerals Ltd,$0.042,+0.002,+5.00%,$11.74 M,-37.31%
"1,776",-,EGY,Energy Technologies Ltd,$0.079,0.00,0.00%,$11.71 M
"1,777",ZUSD,ETFs Enhanced Usd Cash ETF,$10.79,-0.06,-0.55%,$11.67 M,-2.35%
"1,778",-,KGM,Kalnorth Gold Mines Ltd,$0.013,0.00,0.00%,$11.63 M
"1,779",AQC,Australian Pacific Coal Ltd,$0.23,+0.03,+15.00%,$11.61 M,+24.32%
"1,780",AX8,Accelerate Resources Ltd,$0.081,+0.006,+8.00%,$11.60 M,+92.09%
"1,781",ANR,Anatara Lifesciences Ltd,$0.20,+0.005,+2.56%,$11.49 M,-2.44%
"1,782",YANK,Betashares Strong U.S. Dollar Fund (Hedge Fund),$12.09,-0.11,-0.90%,$11.49 M,-13.02%
"1,783",-,CTE,Cryosite Ltd,$0.245,0.00,0.00%,$11.48 M
"1,784",TMZ,Thomson Resources Ltd,$0.064,-0.001,-1.54%,$11.44 M,+143.04%
"1,785",FRM,Farm Pride Foods Ltd,$0.205,-0.005,-2.38%,$11.31 M,-32.79%
"1,786",-,CL8,Collaborate Corporation Ltd,$0.008,0.00,0.00%,$11.31 M
"1,787",-,QGL,Quantum Graphite Ltd,$0.051,0.00,0.00%,$11.16 M
"1,788",-,AAJ,Aruma Resources Ltd,$0.007,0.00,0.00%,$11.13 M
"1,789",-,SI6,SIX Sigma Metals Ltd,$0.01,0.00,0.00%,$11.09 M
"1,790",LIN,Lindian Resources Ltd,$0.018,-0.002,-10.00%,$11.06 M,-10.00%
"1,791",SUD,Suda Pharmaceuticals Ltd,$0.036,-0.001,-2.70%,$11.05 M,-43.34%
"1,792",-,SIX,Sprintex Ltd,$0.095,0.00,0.00%,$11.01 M
"1,793",SCU,Stemcell United Ltd,$0.017,+0.001,+6.25%,$10.91 M,+13.33%
"1,794",-,ERL,Empire Resources Ltd,$0.012,0.00,0.00%,$10.91 M
"1,795",-,ZGL,ZICOM Group Ltd,$0.05,0.00,0.00%,$10.86 M
"1,796",-,TSC,Twenty Seven Co. Ltd,$0.006,0.00,0.00%,$10.85 M
"1,797",-,DAV,Davenport Resources Ltd,$0.055,0.00,0.00%,$10.84 M
"1,798",-,ENV,Enova Mining Ltd,$0.032,0.00,0.00%,$10.84 M
"1,799",INV,Investsmart Group Ltd,$0.08,+0.004,+5.26%,$10.82 M,-33.33%
"1,800",-,MEB,Medibio Ltd,$0.008,0.00,0.00%,$10.78 M
"1,801",SGC,Sacgasco Ltd,$0.039,-0.001,-2.50%,$10.71 M,+14.71%
"1,802",RLE,Real Energy Corporation Ltd,$0.025,-0.001,-3.85%,$10.64 M,-21.88%
"1,803",-,TKL,Traka Resources Ltd,$0.021,0.00,0.00%,$10.64 M
"1,804",AGE,Alligator Energy Ltd,$0.005,+0.001,+25.00%,$10.62 M,+66.67%
"1,805",MRZ,Mont Royal Resources Ltd,$0.32,-0.015,-4.48%,$10.57 M,+23.08%
"1,806",-,ALT,Analytica Ltd,$0.003,0.00,0.00%,$10.56 M
"1,807",-,LSA,Lachlan Star Ltd,$0.012,0.00,0.00%,$10.52 M
"1,808",-,CR1,Constellation Resources Ltd,$0.30,0.00,0.00%,$10.51 M
"1,809",QEM,QEM Ltd,$0.105,-0.005,-4.55%,$10.50 M,+12.90%
"1,810",SOP,Synertec Corporation Ltd,$0.038,+0.002,+5.56%,$10.50 M,-11.63%
"1,811",-,CRL,Comet Resources Ltd,$0.019,0.00,0.00%,$10.44 M
"1,812",-,CXX,Cradle Resources Ltd,$0.055,0.00,0.00%,$10.43 M
"1,813",-,FTZ,Fertoz Ltd,$0.067,0.00,0.00%,$10.41 M
"1,814",-,EN1,Engage:BDR Ltd,$0.006,0.00,0.00%,$10.34 M
"1,815",-,ENT,Enterprise Metals Ltd,$0.019,0.00,0.00%,$10.34 M
"1,816",-,TCO,Transmetro Corporation Ltd,$0.77,0.00,0.00%,$10.30 M
"1,817",ENA,Ensurance Ltd,$0.018,+0.001,+5.88%,$10.28 M,+28.57%
"1,818",A3D,Aurora Labs Ltd,$0.067,-0.005,-6.94%,$10.24 M,-76.49%
"1,819",-,CP1,Cannpal Animal Therapeutics Ltd,$0.11,0.00,0.00%,$10.24 M
"1,820",-,AEE,Aura Energy Ltd,$0.004,0.00,0.00%,$10.23 M
"1,821",CAP,Carpentaria Resources Ltd,$0.037,+0.002,+5.71%,$10.18 M,-5.13%
"1,822",-,IPB,IPB Petroleum Ltd,$0.036,0.00,0.00%,$10.17 M
"1,823",-,IYLD,Ishares Yield Plus ETF,$101.30,0.00,0.00%,$10.13 M
"1,824",-,KAU,Kaiser Reef Ltd,$0.41,0.00,0.00%,$10.11 M
"1,825",-,EVZ,EVZ Ltd,$0.105,0.00,0.00%,$10.09 M
"1,826",-,ACP,Audalia Resources Ltd,$0.015,0.00,0.00%,$10.08 M
"1,827",ICR,Intelicare Holdings Ltd,$0.27,-0.01,-3.57%,$10.02 M,-14.29%
"1,828",-,RBR,RBR Group Ltd,$0.01,0.00,0.00%,$10.01 M
"1,829",-,CBY,Canterbury Resources Ltd,$0.115,0.00,0.00%,$9.99 M
"1,830",SER,Strategic Energy Resources Ltd,$0.062,-0.001,-1.59%,$9.92 M,+3.33%
"1,831",TIN,TNT Mines Ltd,$0.25,+0.02,+8.70%,$9.92 M,+163.16%
"1,832",-,TCN,Techniche Ltd,$0.047,0.00,0.00%,$9.90 M
"1,833",-,SRZ,Stellar Resources Ltd,$0.015,0.00,0.00%,$9.87 M
"1,834",-,BUX,Buxton Resources Ltd,$0.072,0.00,0.00%,$9.80 M
"1,835",-,CZN,Corazon Mining Ltd,$0.003,0.00,0.00%,$9.76 M
"1,836",-,LCE,London City Equities Ltd,$0.43,0.00,0.00%,$9.75 M
"1,837",-,AJJ,Asian American Medical Group Ltd,$0.028,0.00,0.00%,$9.74 M
"1,838",SHH,Shree Minerals Ltd,$0.012,+0.001,+9.09%,$9.71 M,+140.00%
"1,839",-,ECS,ECS Botanics Holdings Ltd,$0.027,0.00,0.00%,$9.66 M
"1,840",M8S,M8 Sustainable Ltd,$0.055,-0.002,-3.51%,$9.65 M,-67.65%
"1,841",QCB,Betashares Commodities Basket ETF-Currency Hedged(Synthetic),$6.74,+0.07,+1.05%,$9.64 M,-17.40%
"1,842",RIE,Riedel Resources Ltd,$0.023,-0.001,-4.17%,$9.62 M,+91.67%
"1,843",VAL,Valor Resources Ltd,$0.005,+0.001,+25.00%,$9.60 M,+25.00%
"1,844",-,ECT,Environmental Clean Technologies Ltd,$0.001,0.00,0.00%,$9.60 M
"1,845",GBR,Great Boulder Resources Ltd,$0.051,+0.001,+2.00%,$9.59 M,-15.79%
"1,846",-,SHO,Sportshero Ltd,$0.028,0.00,0.00%,$9.56 M
"1,847",-,B2Y,Bounty Mining Ltd,$0.029,0.00,0.00%,$9.54 M
"1,848",-,APH,Australian Primary Hemp Ltd,$0.17,0.00,0.00%,$9.53 M
"1,849",-,MRQ,MRG Metals Ltd,$0.007,0.00,0.00%,$9.45 M
"1,850",TEM,Tempest Minerals Ltd,$0.04,-0.001,-2.44%,$9.44 M,+33.99%
"1,851",TMX,Terrain Minerals Ltd,$0.013,+0.001,+8.33%,$9.40 M,+225.00%
"1,852",-,KSM,K2 Australian Small Cap Fund (Hedge Fund),$2.34,0.00,0.00%,$9.27 M
"1,853",CLT,Cellnet Group Ltd,$0.04,-0.002,-4.76%,$9.26 M,-51.30%
"1,854",-,GLE,GLG Corp Ltd,$0.125,0.00,0.00%,$9.26 M
"1,855",-,MRD,Mount Ridley Mines Ltd,$0.003,0.00,0.00%,$9.26 M
"1,856",-,AUDS,Betashares Strong Australian Dollar Fund (Hedge Fund),$9.23,0.00,0.00%,$9.23 M
"1,857",-,FNX,Finexia Financial Group Ltd,$0.06,0.00,0.00%,$9.22 M
"1,858",CGO,CPT Global Ltd,$0.24,-0.01,-4.00%,$9.18 M,+41.18%
"1,859",-,ESE,Esense-Lab Ltd,$0.018,0.00,0.00%,$9.18 M
"1,860",-,JCS,Jcurve Solutions Ltd,$0.028,0.00,0.00%,$9.18 M
"1,861",CXM,Centrex Metals Ltd,$0.028,+0.003,+12.00%,$9.12 M,-68.10%
"1,862",TAO,TAO Commodities Ltd,$0.29,+0.04,+16.00%,$9.10 M,+114.82%
"1,863",QXR,QX Resources Ltd,$0.017,-0.003,-15.00%,$9.07 M,0.00%
"1,864",-,FFC,Farmaforce Ltd,$0.07,0.00,0.00%,$9.01 M
"1,865",VR8,Vanadium Resources Ltd,$0.024,-0.002,-7.69%,$8.98 M,-45.46%
"1,866",-,SXA,Strata-X Energy Ltd,$0.085,0.00,0.00%,$8.96 M
"1,867",FRX,Flexiroam Ltd,$0.022,+0.001,+4.76%,$8.95 M,-10.09%
"1,868",NTI,Neurotech International Ltd,$0.023,-0.001,-4.17%,$8.94 M,+53.33%
"1,869",-,CBE,Cobre Ltd,$0.135,0.00,0.00%,$8.89 M
"1,870",-,WML,Woomera Mining Ltd,$0.026,0.00,0.00%,$8.84 M
"1,871",DDT,Datadot Technology Ltd,$0.007,-0.001,-12.50%,$8.82 M,+5.26%
"1,872",-,PGI,Panterra Gold Ltd,$0.045,0.00,0.00%,$8.78 M
"1,873",-,SBR,Sabre Resources Ltd,$0.007,0.00,0.00%,$8.75 M
"1,874",-,ORM,Orion Metals Ltd,$0.016,0.00,0.00%,$8.72 M
"1,875",TRL,Tanga Resources Ltd,$0.051,+0.006,+13.33%,$8.72 M,+27.50%
"1,876",-,TMG,Trigg Mining Ltd,$0.14,0.00,0.00%,$8.71 M
"1,877",-,DVL,Dorsavi Ltd,$0.03,0.00,0.00%,$8.68 M
"1,878",HCD,Hydrocarbon Dynamics Ltd,$0.025,-0.001,-3.85%,$8.67 M,-68.52%
"1,879",BLZ,BLAZE International Ltd,$0.033,+0.003,+10.00%,$8.66 M,+57.14%
"1,880",-,PSA,Petsec Energy Ltd,$0.021,0.00,0.00%,$8.58 M
"1,881",-,ADX,ADX Energy Ltd,$0.005,0.00,0.00%,$8.57 M
"1,882",-,MQR,Marquee Resources Ltd,$0.081,0.00,0.00%,$8.50 M
"1,883",-,GOO,Gooroo Ventures Ltd,$0.057,0.00,0.00%,$8.48 M
"1,884",IVT,Inventis Ltd,$0.009,+0.001,+12.50%,$8.43 M,+200.00%
"1,885",-,LHM,Land & Homes Group Ltd,$0.008,0.00,0.00%,$8.40 M
"1,886",-,CRB,Carbine Resources Ltd,$0.042,0.00,0.00%,$8.39 M
"1,887",-,MLS,Metals Australia Ltd,$0.002,0.00,0.00%,$8.38 M
"1,888",SFM,Santa Fe Minerals Ltd,$0.115,+0.005,+4.55%,$8.37 M,+38.55%
"1,889",RAS,Ragusa Minerals Ltd,$0.08,+0.002,+2.56%,$8.37 M,+9.59%
"1,890",E200,SPDR S&P/ASX 200 Esg Fund,$20.91,+0.31,+1.51%,$8.36 M,+2.85%
"1,891",-,1AG,Alterra Ltd,$0.045,0.00,0.00%,$8.33 M
"1,892",MAR,Malachite Resources Ltd,$0.065,+0.005,+8.33%,$8.32 M,-35.00%
"1,893",ARN,Aldoro Resources Ltd,$0.125,+0.005,+4.17%,$8.30 M,-19.36%
"1,894",-,AUQ,Alara Resources Ltd,$0.013,0.00,0.00%,$8.25 M
"1,895",-,MEG,Megado Gold Ltd,$0.21,0.00,0.00%,$8.24 M
"1,896",-,OEX,OILEX Ltd,$0.002,0.00,0.00%,$8.24 M
"1,897",EMD,Emyria Ltd,$0.074,+0.004,+5.71%,$8.24 M,-48.97%
"1,898",AUH,Austchina Holdings Ltd,$0.005,+0.001,+25.00%,$8.17 M,+25.00%
"1,899",-,SGI,Stealth Global Holdings Ltd,$0.086,0.00,0.00%,$8.16 M
"1,900",XTC,Xantippe Resources Ltd,$0.002,-0.001,-33.33%,$8.15 M,-33.33%
"1,901",-,WBE,Whitebark Energy Ltd,$0.002,0.00,0.00%,$8.13 M
"1,902",-,DAF,Discovery Africa Ltd,$0.04,0.00,0.00%,$8.09 M
"1,903",OVT,Ovato Ltd,$0.011,+0.001,+10.00%,$8.05 M,-80.00%
"1,904",-,AMD,Arrow Minerals Ltd,$0.006,0.00,0.00%,$8.01 M
"1,905",-,EMT,Emetals Ltd,$0.02,0.00,0.00%,$8.00 M
"1,906",-,NWM,Norwest Minerals Ltd,$0.10,0.00,0.00%,$7.99 M
"1,907",-,BSM,Bass Metals Ltd,$0.002,0.00,0.00%,$7.99 M
"1,908",AHL,Ahalife Holdings Ltd,$0.006,-0.001,-14.29%,$7.98 M,-50.00%
"1,909",RFR,Rafaella Resources Ltd,$0.087,-0.002,-2.25%,$7.97 M,-24.35%
"1,910",NOR,Norwood Systems Ltd,$0.032,+0.001,+3.23%,$7.93 M,+6.67%
"1,911",ENX,Enegex Ltd,$0.059,-0.005,-7.81%,$7.91 M,+667.81%
"1,912",DVDY,Vaneck Vectors Morningstar Australian Moat Income ETF,$19.72,+0.37,+1.91%,$7.89 M,+0.77%
"1,913",-,TCF,360 Capital Enhanced Income Fund,$5.52,0.00,0.00%,$7.88 M
"1,914",-,KEY,KEY Petroleum Ltd,$0.004,0.00,0.00%,$7.87 M
"1,915",YOW,Yowie Group Ltd,$0.036,-0.003,-7.69%,$7.87 M,-52.00%
"1,916",-,ANL,Amani Gold Ltd,$0.001,0.00,0.00%,$7.84 M
"1,917",-,WTL,WT Financial Group Ltd,$0.047,0.00,0.00%,$7.83 M
"1,918",-,EGL,Environmental Group Ltd (the),$0.03,0.00,0.00%,$7.83 M
"1,919",SKN,Skin Elements Ltd,$0.024,+0.002,+9.09%,$7.82 M,+167.26%
"1,920",-,BYH,Bryah Resources Ltd,$0.059,0.00,0.00%,$7.78 M
"1,921",-,IAM,Intiger Group Ltd,$0.004,0.00,0.00%,$7.74 M
"1,922",TYX,Tyranna Resources Ltd,$0.006,-0.001,-14.29%,$7.69 M,+20.00%
"1,923",BXN,Bioxyne Ltd,$0.012,-0.003,-20.00%,$7.68 M,-33.33%
"1,924",MOH,Moho Resources Ltd,$0.11,+0.01,+10.00%,$7.65 M,+54.93%
"1,925",PAM,Pan Asia Metals Ltd,$0.155,+0.015,+10.71%,$7.57 M,-22.50%
"1,926",-,CRM,Carbon Minerals Ltd,$0.40,0.00,0.00%,$7.52 M
"1,927",-,THR,Thor Mining Plc,$0.019,0.00,0.00%,$7.52 M
"1,928",-,ONE,Oneview Healthcare Plc,$0.043,0.00,0.00%,$7.50 M
"1,929",-,OOK,Ookami Ltd,$0.022,0.00,0.00%,$7.50 M
"1,930",SRH,Saferoads Holdings Ltd,$0.205,-0.045,-18.00%,$7.46 M,+2.50%
"1,931",LCT,Living Cell Technologies Ltd,$0.013,-0.001,-7.14%,$7.43 M,-27.78%
"1,932",-,HHM,Hampton Hill Mining NL,$0.025,0.00,0.00%,$7.37 M
"1,933",-,VAR,Variscan Mines Ltd,$0.035,0.00,0.00%,$7.35 M
"1,934",-,APV,Appsvillage Australia Ltd,$0.09,0.00,0.00%,$7.29 M
"1,935",NES,Nelson Resources Ltd,$0.063,-0.005,-7.35%,$7.23 M,-19.88%
"1,936",RAN,Range International Ltd,$0.02,+0.002,+11.11%,$7.23 M,-4.76%
"1,937",LSH,Lifespot Health Ltd,$0.059,-0.001,-1.67%,$7.18 M,+28.26%
"1,938",-,DCX,Discovex Resources Ltd,$0.006,0.00,0.00%,$7.18 M
"1,939",-,PGR,The Pas Group Ltd,$0.052,0.00,0.00%,$7.11 M
"1,940",JPR,Jupiter Energy Ltd,$0.046,-0.002,-4.17%,$7.06 M,+557.14%
"1,941",G88,Golden Mile Resources Ltd,$0.057,-0.002,-3.39%,$7.01 M,-13.64%
"1,942",FIN,FIN Resources Ltd,$0.024,+0.002,+9.09%,$7.00 M,+84.62%
"1,943",GED,Golden Deeps Ltd,$0.013,-0.001,-7.14%,$7.00 M,-50.00%
"1,944",-,SYT,Syntonic Ltd,$0.001,0.00,0.00%,$6.94 M
"1,945",-,N1H,N1 Holdings Ltd,$0.085,0.00,0.00%,$6.93 M
"1,946",-,RVS,Revasum Inc,$0.21,0.00,0.00%,$6.93 M
"1,947",PAK,Pacific American Holdings Ltd,$0.022,-0.002,-8.33%,$6.92 M,-29.41%
"1,948",SIS,Simble Solutions Ltd,$0.029,+0.001,+3.57%,$6.91 M,-29.27%
"1,949",-,FNT,Frontier Resources Ltd,$0.014,0.00,0.00%,$6.85 M
"1,950",-,JHL,JAYEX Healthcare Ltd,$0.034,0.00,0.00%,$6.85 M
"1,951",-,BEM,Blackearth Minerals NL,$0.048,0.00,0.00%,$6.85 M
"1,952",-,RMP,Red Emperor Resources NL,$0.013,0.00,0.00%,$6.83 M
"1,953",ZMI,ZINC of Ireland NL,$0.056,-0.002,-3.45%,$6.81 M,-30.00%
"1,954",SCI,Silver City Minerals Ltd,$0.014,-0.001,-6.67%,$6.80 M,+27.27%
"1,955",RDS,Redstone Resources Ltd,$0.013,-0.001,-7.14%,$6.79 M,+44.44%
"1,956",-,CAE,Cannindah Resources Ltd,$0.028,0.00,0.00%,$6.76 M
"1,957",ROO,Roots Sustainable Agricultural Technologies Ltd,$0.019,+0.001,+5.56%,$6.76 M,-57.78%
"1,958",-,ODM,Odin Metals Ltd,$0.026,0.00,0.00%,$6.75 M
"1,959",-,BRK,Brookside Energy Ltd,$0.005,0.00,0.00%,$6.75 M
"1,960",WNB,Wellness and Beauty Solutions Ltd,$0.005,-0.001,-16.67%,$6.74 M,-61.54%
"1,961",-,LER,Leaf Resources Ltd,$0.019,0.00,0.00%,$6.73 M
"1,962",-,LCD,Latitude Consolidated Ltd,$0.024,0.00,0.00%,$6.71 M
"1,963",-,DTI,DTI Group Ltd,$0.02,0.00,0.00%,$6.70 M
"1,964",-,4CE,Force Commodities Ltd,$0.012,0.00,0.00%,$6.69 M
"1,965",-,PUR,Pursuit Minerals Ltd,$0.012,0.00,0.00%,$6.61 M
"1,966",AER,Aeeris Ltd,$0.11,+0.005,+4.76%,$6.60 M,-18.52%
"1,967",NC6,Nanollose Ltd,$0.056,-0.001,-1.75%,$6.59 M,-14.04%
"1,968",PPY,Papyrus Australia Ltd,$0.021,-0.001,-4.55%,$6.58 M,+110.00%
"1,969",-,GPS,GPS Alliance Holdings Ltd,$0.055,0.00,0.00%,$6.49 M
"1,970",MLM,Metallica Minerals Ltd,$0.02,-0.001,-4.76%,$6.48 M,+53.85%
"1,971",SUH,Southern Hemisphere Mining Ltd,$0.039,+0.002,+5.41%,$6.36 M,+127.30%
"1,972",HLX,HELIX Resources Ltd,$0.008,-0.001,-11.11%,$6.35 M,-47.48%
"1,973",CUL,Cullen Resources Ltd,$0.021,+0.001,+5.00%,$6.30 M,+67.10%
"1,974",-,RGI,Roto-Gro International Ltd,$0.04,0.00,0.00%,$6.29 M
"1,975",SVD,Scandivanadium Ltd,$0.014,+0.002,+16.67%,$6.28 M,+75.00%
"1,976",-,BDI,Blina Minerals NL,$0.001,0.00,0.00%,$6.27 M
"1,977",-,VP7,Velocity Property Group Ltd,$0.55,0.00,0.00%,$6.26 M
"1,978",-,EAX,Energy Action Ltd,$0.24,0.00,0.00%,$6.23 M
"1,979",-,AHN,Athena Resources Ltd,$0.02,0.00,0.00%,$6.16 M
"1,980",-,NCR,Nucoal Resources Ltd,$0.008,0.00,0.00%,$6.15 M
"1,981",-,OKR,Okapi Resources Ltd,$0.17,0.00,0.00%,$6.13 M
"1,982",-,AUP,Aurora Property Buy-Write Income Trust,$2.99,0.00,0.00%,$6.06 M
"1,983",-,RNX,Renegade Exploration Ltd,$0.007,0.00,0.00%,$6.04 M
"1,984",LNAS,ETFs Ultra Long Nasdaq 100 Hedge Fund,$10.05,+0.05,+0.50%,$6.03 M,-2.71%
"1,985",-,MAX,Millinium's Alternatives Fund,$5.00,0.00,0.00%,$6.00 M
"1,986",GO2,The GO2 People Ltd,$0.04,+0.005,+14.29%,$5.91 M,+101.69%
"1,987",-,KLR,Kaili Resources Ltd,$0.04,0.00,0.00%,$5.90 M
"1,988",-,CPT,Cipherpoint Ltd,$0.042,0.00,0.00%,$5.88 M
"1,989",-,BHD,Benjamin Hornigold Ltd,$0.242,0.00,0.00%,$5.85 M
"1,990",MRR,Minrex Resources Ltd,$0.025,+0.003,+13.64%,$5.84 M,+177.78%
"1,991",-,CDT,Castle Minerals Ltd,$0.012,0.00,0.00%,$5.84 M
"1,992",-,EEU,Betashares Euro ETF,$15.68,0.00,0.00%,$5.72 M
"1,993",OPL,Opyl Ltd,$0.155,+0.005,+3.33%,$5.72 M,+55.00%
"1,994",-,KPE,Kina Petroleum Corporation,$0.45,0.00,0.00%,$5.71 M
"1,995",TML,Timah Resources Ltd,$0.062,+0.001,+1.64%,$5.69 M,-11.43%
"1,996",EFE,Eastern Iron Ltd,$0.012,+0.001,+9.09%,$5.68 M,+140.00%
"1,997",-,CSE,Copper Strike Ltd,$0.053,0.00,0.00%,$5.66 M
"1,998",-,PIN,Pinchme.com Inc,$0.04,0.00,0.00%,$5.66 M
"1,999",-,VKA,Viking Mines Ltd,$0.018,0.00,0.00%,$5.65 M
"2,000",-,SIL,Smiles Inclusive Ltd,$0.035,0.00,0.00%,$5.57 M
"2,001",-,CMC,China Magnesium Corporation Ltd,$0.011,0.00,0.00%,$5.56 M
"2,002",-,DMKT,AMP Capital Dynamic Markets Fund (Hedge Fund),$2.05,0.00,0.00%,$5.52 M
"2,003",-,SMIDA,Santana Minerals Ltd,$0.19,0.00,0.00%,$5.52 M
"2,004",-,RMG,RMG Ltd,$0.007,0.00,0.00%,$5.50 M
"2,005",-,FE8,Faster Enterprises Ltd,$0.049,0.00,0.00%,$5.43 M
"2,006",CML,Chase Mining Corporation Ltd,$0.017,-0.001,-5.56%,$5.42 M,-41.38%
"2,007",-,PCL,Pancontinental Oil & Gas NL,$0.001,0.00,0.00%,$5.41 M
"2,008",-,MSG,MCS Services Ltd,$0.029,0.00,0.00%,$5.40 M
"2,009",-,SXX,Southern Cross Exploration N.L.,$0.005,0.00,0.00%,$5.39 M
"2,010",-,NVU,Nanoveu Ltd,$0.06,0.00,0.00%,$5.38 M
"2,011",ETPMPD,ETFs Group,$299.12,-2.38,-0.79%,$5.38 M,+19.84%
"2,012",ETPMPT,ETFs Group,$114.81,+0.69,+0.61%,$5.37 M,-12.51%
"2,013",TMK,Tamaska Oil and Gas Ltd,$0.006,+0.001,+20.00%,$5.34 M,-14.29%
"2,014",-,TGO,Trimantium Growthops Ltd,$0.035,0.00,0.00%,$5.32 M
"2,015",-,SP3,Spectur Ltd,$0.05,0.00,0.00%,$5.32 M
"2,016",PKO,Peako Ltd,$0.028,-0.003,-9.68%,$5.30 M,+11.03%
"2,017",-,KGD,Kula Gold Ltd,$0.034,0.00,0.00%,$5.30 M
"2,018",-,DMG,Dragon Mountain Gold Ltd,$0.02,0.00,0.00%,$5.27 M
"2,019",-,FTT,Factor Therapeutics Ltd,$0.005,0.00,0.00%,$5.21 M
"2,020",-,CIO,Connected Io Ltd,$0.021,0.00,0.00%,$5.21 M
"2,021",-,RLC,Reedy Lagoon Corporation Ltd,$0.011,0.00,0.00%,$5.17 M
"2,022",ADD,Adavale Resources Ltd,$0.03,-0.003,-9.09%,$5.14 M,+403.74%
"2,023",KTE,K2 Energy Ltd,$0.017,-0.001,-5.56%,$5.11 M,+240.00%
"2,024",IDZ,Indoor Skydive Australia Group Ltd,$0.015,+0.002,+15.39%,$5.05 M,+50.00%
"2,025",-,DLC,Delecta Ltd,$0.005,0.00,0.00%,$5.04 M
"2,026",-,PNN,Pepinnini Minerals Ltd,$0.165,0.00,0.00%,$5.04 M
"2,027",-,A1G,African Gold Ltd,$0.16,0.00,0.00%,$5.02 M
"2,028",-,NXE,New Energy Minerals Ltd,$0.027,0.00,0.00%,$4.98 M
"2,029",TZL,TZ Ltd,$0.054,-0.006,-10.00%,$4.95 M,-55.00%
"2,030",-,BIR,BIR Financial Ltd,$0.06,0.00,0.00%,$4.88 M
"2,031",-,GLV,Global Oil & Gas Ltd,$0.012,0.00,0.00%,$4.80 M
"2,032",-,AOA,Ausmon Resources Ltd,$0.007,0.00,0.00%,$4.76 M
"2,033",-,HQLT,Betashares Global Quality Leaders ETF Currency Hedged,$21.17,0.00,0.00%,$4.76 M
"2,034",-,DHHF,Betashares Diversified High Growth ETF,$23.54,0.00,0.00%,$4.73 M
